gender,age,country,sim_spent,day
F,34,Peru,9.16,friday
M,32,Mexico,8.49,friday
M,29,Mexico,12.22,tuesday
M,25,Spain,7.08,tuesday
M,28,Colombia,11.22,monday
M,25,Colombia,9.91,thursday
F,38,Mexico,9.7,thursday
F,24,Spain,8.13,thursday
F,35,Peru,8.8,tuesday
M,30,Colombia,6.58,tuesday
F,21,Peru,8.79,friday
F,28,Mexico,10.44,monday
M,34,Spain,7.71,friday
F,27,Mexico,10.4,wednesday
F,29,Spain,7.75,friday
M,25,Mexico,9.02,thursday
M,32,Mexico,9.59,wednesday
F,25,Spain,12.54,thursday
F,29,Colombia,9.09,tuesday
F,26,Colombia,9.55,monday
M,30,Colombia,11.76,wednesday
M,29,Peru,11.96,tuesday
M,23,Spain,9.38,thursday
F,21,Peru,10.17,wednesday
M,24,Mexico,9.36,monday
M,32,Peru,11.95,thursday
F,26,Peru,12.75,wednesday
M,26,Peru,9.46,thursday
F,28,Peru,2.96,thursday
F,32,Peru,7.47,monday
F,27,Peru,10.2,monday
F,26,Mexico,9.59,thursday
F,27,Colombia,5.38,friday
M,29,Peru,12.37,thursday
M,28,Peru,8.6,wednesday
M,26,Colombia,8.06,monday
M,36,Peru,11.52,wednesday
M,25,Colombia,12.79,friday
F,27,Colombia,10.22,friday
F,24,Colombia,10.34,tuesday
M,37,Mexico,11.48,tuesday
M,27,Spain,7.37,tuesday
F,29,Mexico,8.66,monday
M,25,Spain,13.51,wednesday
F,32,Colombia,12.67,friday
F,27,Spain,9.02,monday
F,33,Mexico,6.67,tuesday
F,25,Peru,15.32,wednesday
M,36,Spain,10.19,friday
F,27,Spain,11.77,monday
F,34,Spain,9.25,friday
F,31,Peru,9.36,wednesday
M,33,Peru,8.64,tuesday
F,36,Colombia,15.41,wednesday
F,30,Spain,7.67,friday
M,28,Colombia,10.87,friday
F,31,Mexico,9.52,monday
M,32,Mexico,13.35,thursday
M,26,Colombia,10.83,tuesday
F,31,Mexico,8.23,friday
F,28,Spain,13.24,thursday
F,25,Peru,11.23,friday
M,39,Spain,11.92,tuesday
F,27,Mexico,9.27,friday
M,23,Spain,14.0,thursday
M,29,Mexico,9.1,monday
M,30,Peru,8.96,wednesday
F,24,Spain,8.44,friday
F,24,Colombia,11.19,thursday
M,32,Colombia,10.64,friday
M,24,Colombia,8.62,tuesday
M,36,Mexico,14.28,thursday
F,34,Spain,7.11,wednesday
M,26,Spain,8.48,wednesday
M,38,Spain,5.84,monday
F,35,Peru,11.14,wednesday
M,28,Colombia,8.41,thursday
F,27,Peru,9.52,wednesday
F,25,Spain,9.31,thursday
M,30,Peru,8.43,friday
M,24,Spain,8.43,friday
F,23,Colombia,8.62,tuesday
F,31,Spain,10.71,monday
F,31,Colombia,4.95,tuesday
F,25,Peru,8.75,friday
M,30,Peru,10.82,thursday
F,36,Peru,16.3,tuesday
F,35,Peru,12.44,friday
F,30,Mexico,8.88,thursday
M,30,Colombia,11.44,tuesday
F,31,Spain,12.53,monday
M,33,Peru,10.61,monday
M,31,Colombia,10.21,thursday
F,31,Colombia,7.83,tuesday
M,34,Colombia,8.38,tuesday
F,25,Spain,9.05,wednesday
M,26,Colombia,6.02,friday
M,30,Spain,9.16,tuesday
F,27,Mexico,8.74,friday
F,33,Peru,8.95,monday
M,26,Mexico,9.76,friday
F,33,Peru,10.31,tuesday
F,32,Spain,11.08,wednesday
M,27,Peru,11.77,monday
F,33,Colombia,8.72,monday
F,31,Peru,10.28,tuesday
F,30,Mexico,10.56,thursday
M,38,Spain,9.54,wednesday
M,30,Spain,5.88,tuesday
M,27,Spain,8.29,thursday
M,30,Colombia,11.29,wednesday
F,37,Mexico,9.33,wednesday
M,29,Mexico,9.18,tuesday
F,32,Colombia,12.02,friday
M,31,Peru,13.01,wednesday
M,28,Mexico,9.12,wednesday
F,29,Mexico,8.88,monday
F,29,Spain,11.65,thursday
M,30,Spain,9.06,wednesday
F,32,Spain,11.13,wednesday
F,33,Mexico,11.55,wednesday
M,33,Peru,14.68,monday
M,32,Mexico,9.84,tuesday
M,31,Colombia,8.0,monday
F,29,Peru,9.64,monday
F,32,Colombia,12.25,thursday
F,31,Colombia,10.89,wednesday
M,26,Spain,12.7,tuesday
M,25,Peru,11.19,monday
F,39,Peru,14.45,monday
F,35,Peru,9.65,friday
M,33,Spain,9.77,thursday
F,25,Peru,7.76,thursday
F,28,Spain,10.04,wednesday
F,32,Colombia,11.32,friday
M,32,Colombia,10.41,monday
M,26,Mexico,12.43,monday
F,24,Peru,5.89,friday
M,29,Spain,9.28,thursday
F,25,Peru,11.32,tuesday
M,27,Colombia,11.25,friday
M,31,Mexico,9.94,wednesday
M,25,Spain,8.65,tuesday
M,29,Mexico,10.33,thursday
M,34,Mexico,10.09,thursday
F,25,Colombia,10.25,monday
M,30,Colombia,10.79,tuesday
F,27,Mexico,8.88,friday
M,30,Mexico,10.89,wednesday
M,31,Spain,6.55,monday
M,23,Peru,9.43,tuesday
F,29,Spain,11.73,thursday
M,31,Peru,9.93,friday
M,36,Colombia,8.4,wednesday
F,29,Colombia,12.0,wednesday
F,33,Spain,11.57,thursday
F,38,Peru,10.63,wednesday
F,29,Mexico,10.81,friday
M,32,Peru,8.32,friday
F,34,Mexico,7.26,tuesday
M,28,Colombia,10.87,friday
M,26,Peru,9.56,thursday
F,32,Spain,9.36,friday
F,29,Peru,12.06,thursday
M,29,Mexico,7.86,thursday
M,37,Colombia,11.47,tuesday
F,30,Spain,8.98,monday
F,31,Spain,9.51,monday
M,31,Peru,11.13,thursday
M,33,Spain,9.64,thursday
F,26,Peru,11.92,monday
F,30,Spain,11.67,thursday
M,28,Colombia,8.22,thursday
M,31,Spain,6.04,wednesday
M,25,Mexico,10.06,wednesday
M,29,Mexico,8.99,thursday
M,26,Colombia,9.13,thursday
M,34,Peru,9.94,wednesday
F,30,Spain,8.33,wednesday
F,26,Mexico,7.56,monday
F,28,Spain,8.92,wednesday
M,30,Spain,9.59,thursday
M,35,Peru,9.85,thursday
F,30,Spain,8.04,monday
F,27,Spain,13.99,thursday
M,31,Colombia,9.5,friday
M,33,Spain,2.61,friday
F,27,Spain,9.98,friday
F,26,Spain,10.91,friday
M,34,Peru,11.16,friday
F,27,Peru,8.96,thursday
M,28,Spain,8.29,tuesday
M,27,Mexico,8.4,wednesday
M,32,Colombia,11.44,tuesday
M,28,Colombia,10.47,tuesday
M,31,Peru,11.91,friday
M,28,Spain,11.77,monday
F,27,Colombia,10.04,wednesday
M,34,Colombia,8.87,thursday
F,31,Colombia,14.05,wednesday
M,28,Colombia,10.53,tuesday
M,26,Peru,10.99,friday
F,22,Spain,9.88,monday
F,26,Peru,14.54,monday
M,30,Colombia,10.79,wednesday
M,31,Peru,11.63,friday
M,27,Mexico,6.53,thursday
M,34,Mexico,9.04,wednesday
M,34,Spain,12.42,monday
F,31,Peru,11.07,tuesday
F,32,Mexico,11.09,thursday
M,30,Mexico,10.13,wednesday
M,20,Spain,12.07,tuesday
M,33,Colombia,9.8,thursday
F,34,Mexico,13.8,thursday
M,35,Spain,9.36,monday
F,29,Spain,10.93,thursday
M,31,Peru,8.76,thursday
F,27,Spain,10.56,monday
F,33,Colombia,8.99,monday
M,27,Mexico,7.43,wednesday
M,28,Spain,9.35,monday
F,28,Colombia,8.54,monday
M,31,Spain,8.46,thursday
M,32,Mexico,11.07,wednesday
M,24,Colombia,10.75,thursday
F,25,Mexico,11.57,monday
M,30,Spain,10.57,monday
F,28,Peru,11.12,monday
F,24,Spain,9.25,thursday
M,26,Mexico,7.3,wednesday
F,29,Peru,11.12,tuesday
M,27,Spain,10.83,thursday
F,31,Peru,9.29,monday
F,25,Spain,12.68,thursday
M,24,Spain,9.28,monday
M,32,Peru,9.41,friday
F,26,Mexico,8.28,thursday
M,29,Spain,7.63,wednesday
F,28,Mexico,11.23,wednesday
M,24,Spain,8.44,monday
M,33,Mexico,9.36,tuesday
M,29,Peru,11.04,friday
M,28,Mexico,9.6,thursday
F,31,Colombia,9.51,monday
M,30,Spain,9.2,friday
F,26,Mexico,10.66,monday
F,28,Spain,10.04,friday
F,43,Colombia,6.76,tuesday
M,34,Mexico,11.9,friday
F,34,Mexico,13.31,wednesday
M,29,Peru,7.49,tuesday
M,33,Colombia,9.24,tuesday
M,30,Mexico,8.54,friday
F,22,Mexico,10.02,friday
M,31,Spain,8.48,wednesday
F,33,Peru,10.84,monday
F,29,Peru,13.7,wednesday
M,29,Mexico,7.55,friday
M,34,Colombia,8.15,monday
F,34,Mexico,6.71,thursday
M,32,Colombia,7.26,wednesday
F,30,Spain,10.48,friday
F,26,Mexico,7.89,thursday
M,27,Peru,10.2,thursday
M,30,Mexico,10.77,wednesday
M,33,Mexico,8.09,thursday
M,31,Spain,9.38,tuesday
F,27,Peru,9.11,tuesday
F,38,Colombia,9.06,monday
F,33,Mexico,12.47,friday
F,29,Spain,9.72,thursday
M,32,Mexico,9.9,wednesday
M,32,Colombia,9.82,monday
F,28,Mexico,14.04,friday
F,32,Spain,9.23,tuesday
M,31,Colombia,8.82,tuesday
M,32,Spain,10.04,friday
M,28,Spain,6.66,thursday
M,35,Spain,8.0,thursday
M,35,Spain,11.08,friday
M,32,Colombia,12.16,thursday
M,29,Colombia,6.02,friday
F,32,Colombia,10.93,tuesday
M,27,Mexico,14.88,friday
F,32,Peru,8.01,tuesday
F,23,Colombia,9.18,tuesday
F,32,Peru,12.39,thursday
F,28,Peru,10.13,monday
F,28,Peru,9.27,thursday
F,27,Spain,11.62,wednesday
M,31,Spain,8.03,monday
F,27,Colombia,10.64,wednesday
M,27,Colombia,15.32,wednesday
F,30,Mexico,9.63,tuesday
F,25,Mexico,12.01,thursday
M,24,Mexico,10.93,monday
F,25,Mexico,10.17,wednesday
F,33,Peru,10.85,friday
M,34,Spain,10.37,wednesday
M,31,Spain,7.49,thursday
M,33,Mexico,8.17,wednesday
F,26,Peru,10.33,thursday
M,28,Mexico,10.28,tuesday
F,31,Mexico,12.77,friday
M,33,Peru,7.87,tuesday
M,30,Colombia,8.88,friday
F,27,Spain,7.83,tuesday
M,22,Peru,9.97,friday
M,28,Mexico,9.65,wednesday
F,27,Colombia,8.66,friday
F,25,Colombia,11.93,monday
M,31,Colombia,8.01,tuesday
F,23,Spain,10.63,tuesday
F,32,Colombia,10.2,wednesday
F,31,Mexico,10.49,thursday
F,27,Mexico,5.18,thursday
M,29,Mexico,11.75,friday
F,32,Spain,9.69,monday
F,30,Peru,7.69,friday
F,32,Colombia,9.3,friday
F,33,Peru,7.23,thursday
M,24,Peru,7.69,tuesday
F,28,Spain,8.1,tuesday
F,24,Mexico,10.62,wednesday
F,31,Colombia,8.12,thursday
F,23,Spain,7.97,wednesday
F,27,Colombia,8.48,thursday
F,30,Colombia,9.53,monday
M,31,Peru,8.7,friday
M,37,Mexico,8.66,thursday
F,29,Peru,7.95,monday
M,34,Mexico,12.44,tuesday
M,35,Peru,8.34,friday
F,30,Peru,9.21,thursday
F,26,Spain,9.5,monday
F,22,Colombia,12.95,thursday
F,37,Spain,8.07,friday
M,26,Spain,8.68,wednesday
M,27,Peru,13.37,friday
M,26,Peru,9.24,tuesday
F,30,Colombia,11.51,friday
M,30,Mexico,7.91,friday
F,33,Spain,4.18,wednesday
F,30,Mexico,8.24,monday
M,34,Colombia,9.67,monday
M,35,Peru,8.56,monday
M,29,Spain,10.9,tuesday
M,34,Colombia,7.54,thursday
F,28,Colombia,12.71,monday
M,23,Spain,7.65,thursday
M,25,Colombia,10.53,tuesday
F,31,Mexico,11.42,friday
M,27,Peru,6.52,monday
F,32,Peru,8.88,monday
F,28,Colombia,7.91,tuesday
F,34,Peru,12.3,friday
M,24,Mexico,9.37,thursday
M,26,Mexico,8.67,tuesday
F,29,Colombia,7.67,thursday
M,24,Mexico,8.36,tuesday
F,28,Mexico,7.4,tuesday
F,34,Peru,2.22,friday
F,33,Mexico,11.48,friday
M,35,Spain,9.23,tuesday
F,26,Spain,10.61,monday
F,27,Peru,6.94,thursday
M,33,Colombia,9.14,tuesday
F,28,Peru,9.95,wednesday
F,23,Colombia,11.51,tuesday
F,28,Spain,8.66,thursday
M,27,Spain,10.5,thursday
F,29,Colombia,12.49,tuesday
F,24,Spain,9.18,thursday
M,33,Colombia,13.03,friday
M,30,Colombia,9.93,tuesday
M,33,Colombia,14.31,tuesday
M,27,Colombia,10.02,thursday
F,39,Spain,8.74,tuesday
F,29,Mexico,13.26,friday
F,35,Spain,6.78,tuesday
M,33,Spain,10.66,monday
M,25,Spain,9.66,friday
F,30,Mexico,9.9,thursday
M,28,Spain,10.47,friday
F,32,Peru,7.83,monday
F,27,Peru,12.96,monday
M,32,Peru,10.92,wednesday
M,23,Peru,7.58,wednesday
F,29,Mexico,10.29,friday
M,29,Spain,11.06,friday
F,38,Colombia,7.13,thursday
M,26,Peru,11.09,wednesday
M,28,Mexico,6.37,friday
F,33,Spain,10.98,friday
F,31,Mexico,8.3,friday
F,28,Mexico,10.88,thursday
F,28,Spain,8.13,wednesday
F,34,Spain,6.06,monday
M,23,Colombia,6.91,tuesday
F,34,Colombia,9.56,thursday
M,34,Mexico,9.73,wednesday
F,28,Colombia,8.83,thursday
F,27,Mexico,10.03,thursday
M,30,Peru,8.39,friday
M,30,Peru,10.1,wednesday
F,32,Spain,11.59,thursday
M,36,Spain,8.7,thursday
M,31,Spain,11.66,wednesday
M,31,Peru,13.81,friday
M,33,Spain,11.88,friday
M,30,Colombia,11.47,thursday
F,22,Mexico,12.0,wednesday
M,25,Peru,9.8,tuesday
F,33,Peru,7.9,tuesday
F,27,Spain,10.81,monday
F,33,Peru,9.51,wednesday
M,37,Mexico,9.9,thursday
M,26,Colombia,10.38,tuesday
F,34,Colombia,10.39,tuesday
M,37,Peru,10.62,monday
M,34,Colombia,9.59,thursday
M,25,Mexico,6.03,tuesday
F,21,Peru,7.73,friday
M,29,Peru,10.39,friday
F,36,Peru,7.7,friday
M,34,Spain,9.17,thursday
F,27,Spain,10.41,thursday
M,30,Mexico,9.21,tuesday
M,27,Peru,8.75,wednesday
M,32,Spain,8.38,monday
M,27,Colombia,5.2,wednesday
M,30,Spain,7.33,wednesday
F,32,Mexico,13.58,friday
M,31,Spain,9.38,friday
M,32,Mexico,10.85,thursday
F,30,Peru,7.94,monday
F,30,Colombia,8.86,wednesday
F,35,Peru,9.32,friday
F,33,Peru,10.22,tuesday
F,29,Mexico,8.84,tuesday
M,32,Spain,11.14,friday
M,30,Spain,7.83,friday
F,27,Spain,9.94,monday
F,32,Peru,6.96,wednesday
M,23,Mexico,8.42,tuesday
F,28,Peru,10.43,thursday
F,29,Peru,8.07,tuesday
M,26,Spain,11.93,wednesday
F,31,Mexico,7.83,monday
M,28,Colombia,10.42,monday
F,25,Mexico,11.17,friday
M,32,Mexico,10.03,wednesday
F,37,Colombia,8.83,wednesday
M,25,Spain,8.6,wednesday
M,32,Colombia,9.51,tuesday
M,26,Peru,9.71,monday
M,25,Colombia,10.71,thursday
F,21,Mexico,8.48,wednesday
M,32,Spain,10.17,wednesday
M,28,Peru,12.66,monday
F,30,Colombia,8.84,friday
M,25,Peru,12.82,wednesday
M,26,Mexico,13.36,tuesday
F,28,Mexico,9.0,tuesday
F,33,Colombia,9.62,monday
F,35,Colombia,12.93,thursday
F,29,Peru,10.9,thursday
F,32,Mexico,8.83,thursday
M,31,Mexico,13.0,friday
F,32,Mexico,13.48,monday
F,32,Spain,11.92,thursday
F,26,Peru,7.37,thursday
M,36,Mexico,13.24,friday
F,31,Peru,10.37,tuesday
M,35,Peru,10.73,wednesday
M,24,Mexico,10.88,wednesday
F,26,Peru,8.37,monday
M,28,Spain,8.85,wednesday
M,28,Mexico,10.42,thursday
M,33,Mexico,12.75,monday
M,32,Colombia,10.86,wednesday
F,27,Mexico,10.5,friday
M,33,Peru,8.51,wednesday
F,22,Peru,9.55,monday
M,34,Mexico,10.8,monday
F,33,Peru,11.65,monday
F,35,Spain,9.42,thursday
F,28,Spain,11.36,wednesday
F,22,Mexico,9.29,tuesday
M,32,Spain,10.94,monday
F,30,Peru,8.16,monday
F,29,Colombia,10.67,friday
F,35,Peru,6.15,thursday
M,33,Spain,12.5,monday
F,29,Spain,11.7,thursday
F,23,Peru,12.75,monday
F,30,Spain,10.53,thursday
F,32,Mexico,11.72,monday
M,20,Peru,10.13,monday
F,33,Peru,10.43,wednesday
M,31,Peru,10.03,monday
F,27,Spain,11.86,friday
M,32,Colombia,12.13,wednesday
M,34,Spain,5.62,tuesday
F,35,Colombia,8.32,thursday
M,28,Mexico,8.09,tuesday
M,32,Colombia,9.78,tuesday
M,37,Spain,7.2,tuesday
M,31,Colombia,8.13,friday
F,36,Peru,10.17,wednesday
M,27,Colombia,9.84,monday
F,25,Spain,8.67,thursday
M,30,Mexico,4.51,friday
F,29,Spain,8.64,friday
M,28,Colombia,13.99,monday
F,29,Colombia,10.96,tuesday
F,32,Mexico,7.72,monday
M,33,Peru,12.55,monday
F,32,Mexico,11.75,tuesday
F,36,Colombia,7.92,thursday
M,28,Spain,10.69,tuesday
F,32,Mexico,12.01,monday
F,34,Colombia,12.5,tuesday
M,28,Spain,9.1,friday
F,35,Spain,11.75,friday
M,30,Mexico,11.88,thursday
F,34,Spain,12.82,tuesday
M,32,Peru,12.64,tuesday
F,30,Colombia,9.74,monday
M,27,Colombia,13.87,tuesday
M,31,Mexico,12.05,thursday
F,29,Spain,9.35,tuesday
M,31,Mexico,9.62,wednesday
M,32,Mexico,12.38,thursday
F,28,Peru,10.03,thursday
M,31,Mexico,10.77,wednesday
F,29,Spain,11.89,friday
F,25,Peru,12.43,monday
F,32,Peru,5.6,friday
F,30,Spain,10.13,thursday
M,26,Colombia,11.56,thursday
F,36,Peru,8.93,thursday
F,30,Peru,9.36,tuesday
F,25,Peru,6.51,wednesday
F,24,Spain,11.73,wednesday
F,29,Mexico,12.15,tuesday
M,30,Colombia,8.62,thursday
M,22,Mexico,10.02,monday
M,30,Colombia,10.24,thursday
M,31,Colombia,11.17,wednesday
F,29,Peru,11.37,tuesday
M,28,Spain,8.96,tuesday
M,27,Mexico,12.73,monday
F,27,Spain,10.58,wednesday
F,35,Peru,8.16,wednesday
F,36,Colombia,10.87,monday
M,24,Mexico,11.87,thursday
M,34,Peru,10.67,tuesday
F,29,Spain,11.57,tuesday
F,29,Mexico,11.52,friday
F,28,Mexico,9.05,wednesday
F,28,Colombia,9.9,tuesday
M,24,Mexico,9.75,tuesday
F,30,Peru,10.93,wednesday
F,31,Spain,11.28,wednesday
M,38,Colombia,9.26,thursday
F,33,Peru,11.24,tuesday
M,33,Mexico,10.36,tuesday
M,29,Mexico,9.35,thursday
M,28,Mexico,11.3,friday
F,30,Peru,10.39,thursday
M,36,Spain,10.46,monday
M,31,Spain,14.15,tuesday
F,33,Spain,12.29,monday
M,30,Mexico,11.71,tuesday
F,31,Spain,9.72,monday
F,27,Peru,6.5,friday
M,23,Peru,10.59,wednesday
M,32,Colombia,6.86,tuesday
M,30,Peru,8.23,thursday
M,33,Spain,8.44,wednesday
F,31,Spain,12.19,wednesday
F,31,Mexico,11.86,monday
M,34,Peru,8.27,thursday
M,28,Mexico,9.38,wednesday
M,27,Colombia,10.28,wednesday
F,33,Peru,9.02,wednesday
F,35,Mexico,9.63,wednesday
F,35,Peru,11.91,thursday
F,32,Mexico,11.65,tuesday
M,28,Mexico,11.25,tuesday
F,28,Peru,9.37,friday
F,28,Peru,10.87,thursday
M,28,Peru,9.79,tuesday
M,34,Mexico,12.26,tuesday
F,35,Spain,10.27,thursday
M,29,Peru,10.04,monday
M,28,Colombia,8.33,thursday
M,35,Mexico,11.43,thursday
F,28,Spain,13.31,monday
F,27,Peru,9.96,wednesday
F,24,Mexico,10.9,tuesday
F,26,Colombia,7.93,monday
F,31,Mexico,9.39,monday
F,29,Mexico,10.9,friday
M,33,Colombia,9.75,tuesday
F,27,Colombia,8.7,friday
M,31,Spain,9.9,friday
M,29,Spain,11.67,monday
M,30,Peru,10.98,tuesday
M,31,Mexico,8.14,monday
M,32,Mexico,11.44,wednesday
F,33,Peru,13.09,monday
F,25,Mexico,10.35,friday
M,27,Colombia,10.09,wednesday
M,36,Spain,8.99,monday
F,34,Peru,6.8,wednesday
F,25,Mexico,9.97,monday
M,30,Mexico,8.87,monday
M,33,Peru,11.94,friday
F,32,Spain,10.19,monday
F,30,Colombia,10.21,tuesday
F,32,Spain,7.97,thursday
M,31,Spain,7.21,tuesday
M,31,Peru,7.72,tuesday
M,21,Peru,10.23,wednesday
F,25,Mexico,9.62,wednesday
M,28,Spain,4.77,monday
M,28,Mexico,5.08,thursday
M,26,Spain,8.62,thursday
F,26,Colombia,11.83,thursday
F,28,Spain,8.49,monday
M,31,Spain,10.85,thursday
F,28,Mexico,8.71,tuesday
M,29,Spain,8.41,monday
F,32,Peru,8.03,friday
F,29,Colombia,11.61,wednesday
M,26,Spain,10.56,tuesday
M,27,Colombia,8.35,tuesday
M,33,Colombia,9.78,monday
F,30,Colombia,11.71,friday
F,26,Mexico,6.99,thursday
F,37,Colombia,8.61,wednesday
M,37,Mexico,5.45,tuesday
F,25,Colombia,9.11,tuesday
F,29,Spain,12.35,monday
F,31,Colombia,9.87,wednesday
M,24,Spain,8.81,monday
M,26,Mexico,13.71,monday
F,32,Colombia,7.7,thursday
M,28,Mexico,11.77,wednesday
M,35,Spain,11.13,friday
F,34,Mexico,13.37,monday
F,27,Colombia,9.04,thursday
F,30,Mexico,7.87,friday
M,35,Peru,9.43,thursday
F,29,Peru,12.61,thursday
F,26,Spain,13.11,thursday
M,33,Colombia,9.45,wednesday
F,34,Mexico,10.26,friday
M,34,Colombia,7.89,friday
F,31,Spain,10.56,monday
M,20,Spain,7.37,thursday
M,29,Mexico,9.74,wednesday
M,33,Spain,11.93,thursday
F,29,Colombia,11.89,monday
F,32,Mexico,11.08,friday
M,25,Mexico,10.44,monday
F,25,Spain,7.72,monday
F,38,Spain,13.66,monday
F,34,Spain,6.42,tuesday
F,19,Colombia,8.9,monday
M,26,Colombia,7.66,monday
M,30,Spain,10.21,tuesday
F,35,Colombia,9.13,friday
F,25,Peru,10.78,thursday
M,27,Mexico,9.64,wednesday
F,30,Peru,11.84,monday
M,34,Peru,9.37,tuesday
F,34,Peru,7.79,monday
M,23,Colombia,9.96,wednesday
F,37,Colombia,7.3,thursday
F,31,Colombia,7.93,friday
M,32,Peru,7.19,tuesday
F,31,Colombia,12.12,friday
M,31,Spain,9.3,friday
F,32,Spain,10.62,thursday
M,32,Mexico,9.55,thursday
F,32,Mexico,9.54,tuesday
F,34,Peru,9.72,tuesday
M,29,Spain,12.36,friday
F,32,Mexico,12.04,wednesday
F,36,Peru,8.14,wednesday
M,34,Spain,11.01,thursday
F,29,Spain,10.35,thursday
M,30,Spain,6.78,monday
F,35,Mexico,12.24,tuesday
M,28,Spain,10.03,thursday
M,28,Mexico,8.57,wednesday
F,26,Peru,7.58,tuesday
M,34,Peru,11.78,monday
F,26,Peru,7.05,wednesday
M,25,Colombia,8.56,tuesday
F,25,Mexico,7.91,wednesday
F,26,Mexico,7.96,friday
M,24,Colombia,7.17,thursday
M,27,Colombia,9.89,monday
M,28,Colombia,9.36,tuesday
M,31,Spain,7.34,monday
F,36,Colombia,10.42,wednesday
F,32,Spain,10.09,wednesday
F,27,Mexico,10.54,wednesday
F,34,Colombia,11.98,tuesday
F,33,Colombia,11.0,monday
M,34,Colombia,10.48,wednesday
M,28,Peru,11.71,monday
F,26,Peru,11.74,monday
F,27,Colombia,8.01,thursday
M,29,Mexico,10.15,tuesday
M,28,Mexico,8.08,wednesday
F,29,Spain,6.32,thursday
F,30,Colombia,7.71,thursday
F,28,Mexico,7.8,monday
M,25,Peru,9.67,thursday
M,31,Mexico,8.16,tuesday
F,37,Colombia,7.96,thursday
F,27,Spain,9.32,wednesday
M,31,Colombia,8.47,friday
F,31,Mexico,11.75,wednesday
M,28,Spain,10.66,thursday
F,25,Spain,10.01,monday
F,30,Spain,10.4,monday
F,28,Peru,10.45,monday
F,29,Colombia,6.27,wednesday
M,39,Colombia,9.33,tuesday
M,26,Peru,11.63,tuesday
F,36,Mexico,11.8,tuesday
M,27,Colombia,9.02,thursday
F,30,Spain,9.69,monday
M,26,Mexico,10.01,monday
M,30,Mexico,12.76,friday
M,32,Peru,11.62,thursday
M,36,Colombia,7.54,friday
F,33,Colombia,10.36,wednesday
F,28,Colombia,8.47,monday
M,23,Mexico,10.3,tuesday
F,24,Mexico,10.48,tuesday
M,35,Colombia,8.1,wednesday
F,30,Mexico,12.26,monday
M,30,Spain,10.71,wednesday
F,33,Colombia,5.42,wednesday
M,29,Mexico,8.59,tuesday
M,31,Spain,11.24,monday
F,28,Spain,11.54,tuesday
F,31,Mexico,9.2,thursday
M,32,Mexico,8.43,friday
F,25,Peru,9.37,monday
F,32,Mexico,10.2,monday
M,32,Mexico,8.38,wednesday
M,32,Spain,10.63,wednesday
F,33,Peru,9.25,monday
M,35,Spain,12.55,tuesday
M,28,Spain,7.61,thursday
F,35,Peru,9.98,tuesday
M,30,Colombia,8.49,wednesday
M,25,Colombia,12.84,monday
F,30,Spain,7.12,tuesday
F,33,Mexico,9.27,wednesday
M,35,Spain,9.56,friday
F,28,Mexico,10.9,thursday
M,34,Peru,11.89,thursday
M,30,Spain,11.7,monday
F,32,Mexico,10.17,wednesday
M,35,Spain,13.26,monday
F,29,Peru,10.1,friday
F,34,Mexico,12.6,wednesday
M,33,Spain,10.35,monday
M,34,Peru,12.87,wednesday
F,26,Spain,8.32,tuesday
M,22,Spain,7.26,wednesday
F,29,Mexico,10.04,friday
F,33,Spain,11.38,friday
F,33,Peru,9.89,wednesday
F,34,Spain,11.52,friday
F,23,Mexico,8.11,wednesday
M,32,Peru,11.1,friday
F,28,Spain,13.37,monday
F,30,Peru,10.16,monday
F,30,Colombia,9.78,tuesday
F,37,Peru,10.36,friday
M,36,Peru,11.91,wednesday
M,29,Mexico,10.14,thursday
F,31,Spain,12.16,thursday
M,28,Mexico,7.92,tuesday
F,34,Colombia,8.53,monday
F,32,Spain,11.52,wednesday
M,29,Colombia,11.92,tuesday
F,33,Mexico,9.74,monday
F,31,Spain,9.84,friday
M,36,Peru,9.73,friday
M,33,Mexico,10.98,monday
F,26,Peru,6.86,friday
M,33,Spain,7.03,thursday
M,37,Mexico,10.89,friday
M,21,Mexico,12.07,friday
F,28,Mexico,8.48,tuesday
F,39,Peru,11.03,friday
M,29,Spain,10.5,friday
M,28,Colombia,10.42,friday
F,34,Peru,12.51,wednesday
F,30,Peru,7.21,thursday
F,30,Mexico,7.79,monday
M,33,Colombia,10.19,thursday
F,34,Peru,11.39,wednesday
M,25,Spain,9.14,friday
F,31,Colombia,7.87,friday
F,32,Spain,11.13,thursday
F,30,Colombia,11.91,monday
M,30,Peru,10.22,thursday
M,33,Peru,9.77,wednesday
F,36,Peru,8.15,thursday
F,31,Spain,11.34,tuesday
F,36,Peru,10.88,monday
M,31,Spain,11.04,monday
M,24,Peru,10.0,wednesday
M,34,Peru,10.76,thursday
M,28,Peru,8.65,friday
F,30,Spain,9.25,friday
M,27,Mexico,11.4,thursday
F,33,Colombia,10.27,wednesday
M,26,Colombia,9.71,tuesday
M,32,Peru,10.67,wednesday
F,28,Mexico,13.6,monday
F,32,Colombia,10.07,wednesday
F,32,Spain,6.88,tuesday
M,30,Mexico,11.53,thursday
M,30,Spain,8.88,thursday
F,28,Peru,12.03,monday
M,23,Spain,9.65,wednesday
F,36,Spain,12.03,thursday
M,33,Mexico,7.81,wednesday
M,31,Mexico,9.58,tuesday
F,30,Spain,9.56,tuesday
M,28,Peru,10.37,friday
M,30,Colombia,14.09,tuesday
F,36,Spain,12.31,monday
F,29,Peru,11.98,thursday
